"scenario","name","country_code","period","tfr"
2,"Argentina",32,"2060-2065",1.645
2,"Guatemala",320,"2060-2065",1.676
2,"Guinea",324,"2060-2065",2.242
2,"Guyana",328,"2060-2065",1.878
2,"Haiti",332,"2060-2065",1.686
2,"Honduras",340,"2060-2065",1.693
2,"Hong Kong Special Administrative Region of China",344,"2060-2065",1.278
2,"Hungary",348,"2060-2065",1.506
2,"Iceland",352,"2060-2065",1.921
2,"India",356,"2060-2065",1.629
2,"Australia",36,"2060-2065",1.619
2,"Indonesia",360,"2060-2065",1.607
2,"Iran (Islamic Republic of)",364,"2060-2065",1.483
2,"Iraq",368,"2060-2065",1.779
2,"Ireland",372,"2060-2065",1.726
2,"Israel",376,"2060-2065",2.417
2,"Italy",380,"2060-2065",1.456
2,"Cote d'Ivoire",384,"2060-2065",2.192
2,"Jamaica",388,"2060-2065",1.568
2,"Japan",392,"2060-2065",1.382
2,"Kazakhstan",398,"2060-2065",1.783
2,"Afghanistan",4,"2060-2065",2.34
2,"Austria",40,"2060-2065",1.46
2,"Jordan",400,"2060-2065",1.625
2,"Kenya",404,"2060-2065",1.899
2,"Democratic People's Republic of Korea",408,"2060-2065",1.439
2,"Republic of Korea",410,"2060-2065",1.406
2,"Kuwait",414,"2060-2065",1.545
2,"Kyrgyzstan",417,"2060-2065",1.842
2,"Lao People's Democratic Republic",418,"2060-2065",1.727
2,"Lebanon",422,"2060-2065",1.621
2,"Lesotho",426,"2060-2065",1.859
2,"Latvia",428,"2060-2065",1.597
2,"Liberia",430,"2060-2065",2.048
2,"Libyan Arab Jamahiriya",434,"2060-2065",1.64
2,"Bahamas",44,"2060-2065",1.437
2,"Lithuania",440,"2060-2065",1.848
2,"Luxembourg",442,"2060-2065",1.601
2,"Macao Special Administrative Region of China",446,"2060-2065",1.231
2,"Madagascar",450,"2060-2065",1.947
2,"Malawi",454,"2060-2065",2.213
2,"Malaysia",458,"2060-2065",1.471
2,"Maldives",462,"2060-2065",1.501
2,"Mali",466,"2060-2065",2.588
2,"Malta",470,"2060-2065",1.501
2,"Martinique",474,"2060-2065",2.002
2,"Mauritania",478,"2060-2065",2.203
2,"Bahrain",48,"2060-2065",1.472
2,"Mauritius",480,"2060-2065",1.537
2,"Mexico",484,"2060-2065",1.693
2,"Mongolia",496,"2060-2065",2.081
2,"Republic of Moldova",498,"2060-2065",1.632
2,"Montenegro",499,"2060-2065",1.62
2,"Bangladesh",50,"2060-2065",1.617
2,"Morocco",504,"2060-2065",1.718
2,"Mozambique",508,"2060-2065",2.194
2,"Armenia",51,"2060-2065",1.761
2,"Oman",512,"2060-2065",1.672
2,"Namibia",516,"2060-2065",1.824
2,"Barbados",52,"2060-2065",1.602
2,"Nepal",524,"2060-2065",1.657
2,"Netherlands",528,"2060-2065",1.692
2,"Curaçao",531,"2060-2065",1.349
2,"Aruba",533,"2060-2065",1.425
2,"New Caledonia",540,"2060-2065",1.764
2,"Vanuatu",548,"2060-2065",2.017
2,"Central Asia",5500,"2060-2065",1.763
2,"Southern Asia",5501,"2060-2065",1.775
2,"New Zealand",554,"2060-2065",1.679
2,"Nicaragua",558,"2060-2065",1.756
2,"Belgium",56,"2060-2065",1.644
2,"Niger",562,"2060-2065",3.289
2,"Nigeria",566,"2060-2065",2.888
2,"Norway",578,"2060-2065",1.816
2,"Micronesia (Federated States of)",583,"2060-2065",2.05
2,"Pakistan",586,"2060-2065",2.204
2,"Panama",591,"2060-2065",1.621
2,"Papua New Guinea",598,"2060-2065",1.627
2,"Paraguay",600,"2060-2065",1.686
2,"Peru",604,"2060-2065",1.709
2,"Philippines",608,"2060-2065",1.721
2,"Poland",616,"2060-2065",1.685
2,"Portugal",620,"2060-2065",1.607
2,"Guinea-Bissau",624,"2060-2065",2.044
2,"Timor-Leste",626,"2060-2065",1.772
2,"Puerto Rico",630,"2060-2065",1.392
2,"Qatar",634,"2060-2065",1.397
2,"Reunion",638,"2060-2065",1.903
2,"Bhutan",64,"2060-2065",1.464
2,"Romania",642,"2060-2065",1.585
2,"Russian Federation",643,"2060-2065",1.59
2,"Rwanda",646,"2060-2065",2.193
2,"Saint Lucia",662,"2060-2065",1.515
2,"Saint Vincent and the Grenadines",670,"2060-2065",1.805
2,"Sao Tome and Principe",678,"2060-2065",2.12
2,"Bolivia (Plurinational State of)",68,"2060-2065",1.714
2,"Saudi Arabia",682,"2060-2065",1.631
2,"Senegal",686,"2060-2065",2.306
2,"Serbia",688,"2060-2065",1.54
2,"Seychelles",690,"2060-2065",1.654
2,"Sierra Leone",694,"2060-2065",2.032
2,"Bosnia and Herzegovina",70,"2060-2065",1.65
2,"Singapore",702,"2060-2065",1.264
2,"Slovakia",703,"2060-2065",1.673
2,"Viet Nam",704,"2060-2065",1.587
2,"Slovenia",705,"2060-2065",1.62
2,"Somalia",706,"2060-2065",3.097
2,"South Africa",710,"2060-2065",1.641
2,"Zimbabwe",716,"2060-2065",1.898
2,"Botswana",72,"2060-2065",1.645
2,"Spain",724,"2060-2065",1.472
2,"South Sudan",728,"2060-2065",2.57
2,"Sudan",729,"2060-2065",2.228
2,"Western Sahara",732,"2060-2065",1.463
2,"Suriname",740,"2060-2065",1.782
2,"Swaziland",748,"2060-2065",1.79
2,"Sweden",752,"2060-2065",1.817
2,"Switzerland",756,"2060-2065",1.545
2,"Brazil",76,"2060-2065",1.531
2,"Syrian Arab Republic",760,"2060-2065",1.634
2,"Tajikistan",762,"2060-2065",1.835
2,"Thailand",764,"2060-2065",1.451
2,"Togo",768,"2060-2065",2.076
2,"Tonga",776,"2060-2065",2.078
2,"Trinidad and Tobago",780,"2060-2065",1.697
2,"United Arab Emirates",784,"2060-2065",1.407
2,"Tunisia",788,"2060-2065",1.681
2,"Turkey",792,"2060-2065",1.622
2,"Turkmenistan",795,"2060-2065",1.701
2,"Albania",8,"2060-2065",1.732
2,"Uganda",800,"2060-2065",2.467
2,"Ukraine",804,"2060-2065",1.474
2,"The former Yugoslav Republic of Macedonia",807,"2060-2065",1.581
2,"Egypt",818,"2060-2065",1.823
2,"United Kingdom of Great Britain and Northern Ireland",826,"2060-2065",1.733
2,"United Republic of Tanzania",834,"2060-2065",2.382
2,"Belize",84,"2060-2065",1.613
2,"United States of America",840,"2060-2065",1.739
2,"United States Virgin Islands",850,"2060-2065",1.628
2,"Burkina Faso",854,"2060-2065",2.456
2,"Uruguay",858,"2060-2065",1.47
2,"Uzbekistan",860,"2060-2065",1.722
2,"Venezuela (Bolivarian Republic of)",862,"2060-2065",1.643
2,"Samoa",882,"2060-2065",2.358
2,"Yemen",887,"2060-2065",2.003
2,"Zambia",894,"2060-2065",2.144
2,"Solomon Islands",90,"2060-2065",2.123
2,"World",900,"2060-2065",1.932
2,"Africa",903,"2060-2065",2.39
2,"Latin America and the Caribbean",904,"2060-2065",1.633
2,"Northern America",905,"2060-2065",1.728
2,"Eastern Asia",906,"2060-2065",1.433
2,"Europe",908,"2060-2065",1.612
2,"Oceania",909,"2060-2065",1.663
2,"Eastern Africa",910,"2060-2065",2.242
2,"Middle Africa",911,"2060-2065",2.569
2,"Northern Africa",912,"2060-2065",1.888
2,"Southern Africa",913,"2060-2065",1.66
2,"Western Africa",914,"2060-2065",2.693
2,"Caribbean",915,"2060-2065",1.668
2,"Central America",916,"2060-2065",1.689
2,"South-Eastern Asia",920,"2060-2065",1.617
2,"Western Asia",922,"2060-2065",1.76
2,"Eastern Europe",923,"2060-2065",1.585
2,"Northern Europe",924,"2060-2065",1.76
2,"Southern Europe",925,"2060-2065",1.493
2,"Western Europe",926,"2060-2065",1.632
2,"Australia and New Zealand",927,"2060-2065",1.628
2,"Melanesia",928,"2060-2065",1.688
2,"South America",931,"2060-2065",1.6
2,"Asia",935,"2060-2065",1.685
2,"Micronesia",954,"2060-2065",1.862
2,"Polynesia",957,"2060-2065",2.134
2,"Brunei Darussalam",96,"2060-2065",1.598
2,"Bulgaria",100,"2065-2070",1.613
2,"Myanmar",104,"2065-2070",1.657
2,"Burundi",108,"2065-2070",2.209
2,"Belarus",112,"2065-2070",1.544
2,"Cambodia",116,"2065-2070",1.649
2,"Algeria",12,"2065-2070",1.647
2,"Cameroon",120,"2065-2070",2.073
2,"Canada",124,"2065-2070",1.599
2,"Cape Verde",132,"2065-2070",1.709
2,"Central African Republic",140,"2065-2070",2.632
2,"Sri Lanka",144,"2065-2070",1.696
2,"Chad",148,"2065-2070",2.538
2,"Chile",152,"2065-2070",1.486
2,"China",156,"2065-2070",1.444
2,"Taiwan Province of China",158,"2065-2070",1.457
2,"Colombia",170,"2065-2070",1.661
2,"Comoros",174,"2065-2070",1.989
2,"Mayotte",175,"2065-2070",4.223
2,"Congo",178,"2065-2070",1.939
2,"Democratic Republic of the Congo",180,"2065-2070",2.503
2,"Costa Rica",188,"2065-2070",1.462
2,"Croatia",191,"2065-2070",1.581
2,"Cuba",192,"2065-2070",1.656
2,"Cyprus",196,"2065-2070",1.421
2,"Czech Republic",203,"2065-2070",1.641
2,"Benin",204,"2065-2070",2.191
2,"Denmark",208,"2065-2070",1.851
2,"Dominican Republic",214,"2065-2070",1.696
2,"Ecuador",218,"2065-2070",1.668
2,"El Salvador",222,"2065-2070",1.825
2,"Equatorial Guinea",226,"2065-2070",1.851
2,"Ethiopia",231,"2065-2070",1.992
2,"Eritrea",232,"2065-2070",2.071
2,"Estonia",233,"2065-2070",1.685
2,"Angola",24,"2065-2070",2.17
2,"Fiji",242,"2065-2070",1.901
2,"Finland",246,"2065-2070",1.866
2,"France",250,"2065-2070",1.778
2,"French Guiana",254,"2065-2070",1.746
2,"French Polynesia",258,"2065-2070",1.949
2,"Djibouti",262,"2065-2070",1.617
2,"Gabon",266,"2065-2070",1.713
2,"Georgia",268,"2065-2070",2.02
2,"Gambia",270,"2065-2070",1.976
2,"Occupied Palestinian Territory",275,"2065-2070",1.857
2,"Germany",276,"2065-2070",1.48
2,"Antigua and Barbuda",28,"2065-2070",1.355
2,"Ghana",288,"2065-2070",2.018
2,"Kiribati",296,"2065-2070",1.801
2,"Greece",300,"2065-2070",1.514
2,"Grenada",308,"2065-2070",1.666
2,"Azerbaijan",31,"2065-2070",1.663
2,"Guadeloupe",312,"2065-2070",2.009
2,"Guam",316,"2065-2070",1.76
2,"Argentina",32,"2065-2070",1.646
2,"Guatemala",320,"2065-2070",1.681
2,"Guinea",324,"2065-2070",2.126
2,"Guyana",328,"2065-2070",1.89
2,"Haiti",332,"2065-2070",1.677
2,"Honduras",340,"2065-2070",1.679
2,"Hong Kong Special Administrative Region of China",344,"2065-2070",1.276
2,"Hungary",348,"2065-2070",1.506
2,"Iceland",352,"2065-2070",1.908
2,"India",356,"2065-2070",1.64
2,"Australia",36,"2065-2070",1.606
2,"Indonesia",360,"2065-2070",1.611
2,"Iran (Islamic Republic of)",364,"2065-2070",1.485
2,"Iraq",368,"2065-2070",1.671
2,"Ireland",372,"2065-2070",1.716
2,"Israel",376,"2065-2070",2.396
2,"Italy",380,"2065-2070",1.453
2,"Cote d'Ivoire",384,"2065-2070",2.068
2,"Jamaica",388,"2065-2070",1.562
2,"Japan",392,"2065-2070",1.389
2,"Kazakhstan",398,"2065-2070",1.734
2,"Afghanistan",4,"2065-2070",2.187
2,"Austria",40,"2065-2070",1.451
2,"Jordan",400,"2065-2070",1.613
2,"Kenya",404,"2065-2070",1.778
2,"Democratic People's Republic of Korea",408,"2065-2070",1.449
2,"Republic of Korea",410,"2065-2070",1.417
2,"Kuwait",414,"2065-2070",1.549
2,"Kyrgyzstan",417,"2065-2070",1.794
2,"Lao People's Democratic Republic",418,"2065-2070",1.729
2,"Lebanon",422,"2065-2070",1.623
2,"Lesotho",426,"2065-2070",1.811
2,"Latvia",428,"2065-2070",1.603
2,"Liberia",430,"2065-2070",1.9
2,"Libyan Arab Jamahiriya",434,"2065-2070",1.629
2,"Bahamas",44,"2065-2070",1.438
2,"Lithuania",440,"2065-2070",1.855
2,"Luxembourg",442,"2065-2070",1.591
2,"Macao Special Administrative Region of China",446,"2065-2070",1.237
2,"Madagascar",450,"2065-2070",1.83
2,"Malawi",454,"2065-2070",2.078
2,"Malaysia",458,"2065-2070",1.467
2,"Maldives",462,"2065-2070",1.505
2,"Mali",466,"2065-2070",2.417
2,"Malta",470,"2065-2070",1.491
2,"Martinique",474,"2065-2070",1.994
2,"Mauritania",478,"2065-2070",2.077
2,"Bahrain",48,"2065-2070",1.468
2,"Mauritius",480,"2065-2070",1.54
2,"Mexico",484,"2065-2070",1.691
2,"Mongolia",496,"2065-2070",1.936
2,"Republic of Moldova",498,"2065-2070",1.649
2,"Montenegro",499,"2065-2070",1.619
2,"Bangladesh",50,"2065-2070",1.625
2,"Morocco",504,"2065-2070",1.713
2,"Mozambique",508,"2065-2070",2.071
2,"Armenia",51,"2065-2070",1.764
2,"Oman",512,"2065-2070",1.65
2,"Namibia",516,"2065-2070",1.722
2,"Barbados",52,"2065-2070",1.594
2,"Nepal",524,"2065-2070",1.663
2,"Netherlands",528,"2065-2070",1.68
2,"Curaçao",531,"2065-2070",1.347
2,"Aruba",533,"2065-2070",1.428
2,"New Caledonia",540,"2065-2070",1.756
2,"Vanuatu",548,"2065-2070",1.9
2,"Central Asia",5500,"2065-2070",1.709
2,"Southern Asia",5501,"2065-2070",1.756
2,"New Zealand",554,"2065-2070",1.672
2,"Nicaragua",558,"2065-2070",1.748
2,"Belgium",56,"2065-2070",1.636
2,"Niger",562,"2065-2070",2.979
2,"Nigeria",566,"2065-2070",2.652
2,"Norway",578,"2065-2070",1.803
2,"Micronesia (Federated States of)",583,"2065-2070",2.052
2,"Pakistan",586,"2065-2070",2.072
2,"Panama",591,"2065-2070",1.635
2,"Papua New Guinea",598,"2065-2070",1.585
2,"Paraguay",600,"2065-2070",1.693
2,"Peru",604,"2065-2070",1.711
2,"Philippines",608,"2065-2070",1.706
2,"Poland",616,"2065-2070",1.683
2,"Portugal",620,"2065-2070",1.603
2,"Guinea-Bissau",624,"2065-2070",1.925
2,"Timor-Leste",626,"2065-2070",1.74
2,"Puerto Rico",630,"2065-2070",1.393
2,"Qatar",634,"2065-2070",1.39
2,"Reunion",638,"2065-2070",1.899
2,"Bhutan",64,"2065-2070",1.471
2,"Romania",642,"2065-2070",1.596
2,"Russian Federation",643,"2065-2070",1.587
2,"Rwanda",646,"2065-2070",2.059
2,"Saint Lucia",662,"2065-2070",1.514
2,"Saint Vincent and the Grenadines",670,"2065-2070",1.806
2,"Sao Tome and Principe",678,"2065-2070",1.978
2,"Bolivia (Plurinational State of)",68,"2065-2070",1.705
2,"Saudi Arabia",682,"2065-2070",1.636
2,"Senegal",686,"2065-2070",2.167
2,"Serbia",688,"2065-2070",1.535
2,"Seychelles",690,"2065-2070",1.645
2,"Sierra Leone",694,"2065-2070",1.905
2,"Bosnia and Herzegovina",70,"2065-2070",1.654
2,"Singapore",702,"2065-2070",1.262
2,"Slovakia",703,"2065-2070",1.67
2,"Viet Nam",704,"2065-2070",1.593
2,"Slovenia",705,"2065-2070",1.616
2,"Somalia",706,"2065-2070",2.84
2,"South Africa",710,"2065-2070",1.635
2,"Zimbabwe",716,"2065-2070",1.788
2,"Botswana",72,"2065-2070",1.633
2,"Spain",724,"2065-2070",1.465
2,"South Sudan",728,"2065-2070",2.419
2,"Sudan",729,"2065-2070",2.098
2,"Western Sahara",732,"2065-2070",1.44
2,"Suriname",740,"2065-2070",1.753
2,"Swaziland",748,"2065-2070",1.787
2,"Sweden",752,"2065-2070",1.803
2,"Switzerland",756,"2065-2070",1.531
2,"Brazil",76,"2065-2070",1.541
2,"Syrian Arab Republic",760,"2065-2070",1.622
2,"Tajikistan",762,"2065-2070",1.777
2,"Thailand",764,"2065-2070",1.456
2,"Togo",768,"2065-2070",1.924
2,"Tonga",776,"2065-2070",2.03
2,"Trinidad and Tobago",780,"2065-2070",1.7
2,"United Arab Emirates",784,"2065-2070",1.393
2,"Tunisia",788,"2065-2070",1.682
2,"Turkey",792,"2065-2070",1.624
2,"Turkmenistan",795,"2065-2070",1.658
2,"Albania",8,"2065-2070",1.74
2,"Uganda",800,"2065-2070",2.346
2,"Ukraine",804,"2065-2070",1.472
2,"The former Yugoslav Republic of Macedonia",807,"2065-2070",1.578
2,"Egypt",818,"2065-2070",1.711
2,"United Kingdom of Great Britain and Northern Ireland",826,"2065-2070",1.723
2,"United Republic of Tanzania",834,"2065-2070",2.218
2,"Belize",84,"2065-2070",1.609
2,"United States of America",840,"2065-2070",1.728
2,"United States Virgin Islands",850,"2065-2070",1.622
2,"Burkina Faso",854,"2065-2070",2.302
2,"Uruguay",858,"2065-2070",1.481
2,"Uzbekistan",860,"2065-2070",1.668
2,"Venezuela (Bolivarian Republic of)",862,"2065-2070",1.644
2,"Samoa",882,"2065-2070",2.217
2,"Yemen",887,"2065-2070",1.871
2,"Zambia",894,"2065-2070",2.019
2,"Solomon Islands",90,"2065-2070",1.97
2,"World",900,"2065-2070",1.878
2,"Africa",903,"2065-2070",2.24
2,"Latin America and the Caribbean",904,"2065-2070",1.635
2,"Northern America",905,"2065-2070",1.716
2,"Eastern Asia",906,"2065-2070",1.443
2,"Europe",908,"2065-2070",1.607
2,"Oceania",909,"2065-2070",1.633
2,"Eastern Africa",910,"2065-2070",2.107
2,"Middle Africa",911,"2065-2070",2.385
2,"Northern Africa",912,"2065-2070",1.794
2,"Southern Africa",913,"2065-2070",1.648
2,"Western Africa",914,"2065-2070",2.496
2,"Caribbean",915,"2065-2070",1.661
2,"Central America",916,"2065-2070",1.687
2,"South-Eastern Asia",920,"2065-2070",1.614
2,"Western Asia",922,"2065-2070",1.708
2,"Eastern Europe",923,"2065-2070",1.584
2,"Northern Europe",924,"2065-2070",1.749
2,"Southern Europe",925,"2065-2070",1.487
2,"Western Europe",926,"2065-2070",1.623
2,"Australia and New Zealand",927,"2065-2070",1.616
2,"Melanesia",928,"2065-2070",1.637
2,"South America",931,"2065-2070",1.605
2,"Asia",935,"2065-2070",1.667
2,"Micronesia",954,"2065-2070",1.831
2,"Polynesia",957,"2065-2070",2.069
2,"Brunei Darussalam",96,"2065-2070",1.589
2,"Bulgaria",100,"2070-2075",1.617
2,"Myanmar",104,"2070-2075",1.661
2,"Burundi",108,"2070-2075",2.065
2,"Belarus",112,"2070-2075",1.55
2,"Cambodia",116,"2070-2075",1.646
2,"Algeria",12,"2070-2075",1.643
2,"Cameroon",120,"2070-2075",1.912
2,"Canada",124,"2070-2075",1.592
2,"Cape Verde",132,"2070-2075",1.7
2,"Central African Republic",140,"2070-2075",2.46
2,"Sri Lanka",144,"2070-2075",1.691
2,"Chad",148,"2070-2075",2.357
2,"Chile",152,"2070-2075",1.491
2,"China",156,"2070-2075",1.454
2,"Taiwan Province of China",158,"2070-2075",1.467
2,"Colombia",170,"2070-2075",1.66
2,"Comoros",174,"2070-2075",1.881
2,"Mayotte",175,"2070-2075",4.148
2,"Congo",178,"2070-2075",1.792
2,"Democratic Republic of the Congo",180,"2070-2075",2.335
2,"Costa Rica",188,"2070-2075",1.464
2,"Croatia",191,"2070-2075",1.581
2,"Cuba",192,"2070-2075",1.641
2,"Cyprus",196,"2070-2075",1.426
2,"Czech Republic",203,"2070-2075",1.642
2,"Benin",204,"2070-2075",2.068
2,"Denmark",208,"2070-2075",1.837
2,"Dominican Republic",214,"2070-2075",1.701
2,"Ecuador",218,"2070-2075",1.666
2,"El Salvador",222,"2070-2075",1.829
2,"Equatorial Guinea",226,"2070-2075",1.724
2,"Ethiopia",231,"2070-2075",1.844
2,"Eritrea",232,"2070-2075",1.95
2,"Estonia",233,"2070-2075",1.688
2,"Angola",24,"2070-2075",2.038
2,"Fiji",242,"2070-2075",1.893
2,"Finland",246,"2070-2075",1.857
2,"France",250,"2070-2075",1.77
2,"French Guiana",254,"2070-2075",1.691
2,"French Polynesia",258,"2070-2075",1.946
2,"Djibouti",262,"2070-2075",1.615
2,"Gabon",266,"2070-2075",1.669
2,"Georgia",268,"2070-2075",2.035
2,"Gambia",270,"2070-2075",1.84
2,"Occupied Palestinian Territory",275,"2070-2075",1.802
2,"Germany",276,"2070-2075",1.474
2,"Antigua and Barbuda",28,"2070-2075",1.361
2,"Ghana",288,"2070-2075",1.896
2,"Kiribati",296,"2070-2075",1.785
2,"Greece",300,"2070-2075",1.517
2,"Grenada",308,"2070-2075",1.661
2,"Azerbaijan",31,"2070-2075",1.661
2,"Guadeloupe",312,"2070-2075",1.995
2,"Guam",316,"2070-2075",1.759
2,"Argentina",32,"2070-2075",1.65
2,"Guatemala",320,"2070-2075",1.685
2,"Guinea",324,"2070-2075",1.98
2,"Guyana",328,"2070-2075",1.89
2,"Haiti",332,"2070-2075",1.688
2,"Honduras",340,"2070-2075",1.672
2,"Hong Kong Special Administrative Region of China",344,"2070-2075",1.284
2,"Hungary",348,"2070-2075",1.51
2,"Iceland",352,"2070-2075",1.897
2,"India",356,"2070-2075",1.639
2,"Australia",36,"2070-2075",1.598
2,"Indonesia",360,"2070-2075",1.615
2,"Iran (Islamic Republic of)",364,"2070-2075",1.49
2,"Iraq",368,"2070-2075",1.631
2,"Ireland",372,"2070-2075",1.71
2,"Israel",376,"2070-2075",2.378
2,"Italy",380,"2070-2075",1.452
2,"Cote d'Ivoire",384,"2070-2075",1.937
2,"Jamaica",388,"2070-2075",1.564
2,"Japan",392,"2070-2075",1.396
2,"Kazakhstan",398,"2070-2075",1.718
2,"Afghanistan",4,"2070-2075",2.058
2,"Austria",40,"2070-2075",1.448
2,"Jordan",400,"2070-2075",1.626
2,"Kenya",404,"2070-2075",1.708
2,"Democratic People's Republic of Korea",408,"2070-2075",1.46
2,"Republic of Korea",410,"2070-2075",1.424
2,"Kuwait",414,"2070-2075",1.551
2,"Kyrgyzstan",417,"2070-2075",1.779
2,"Lao People's Democratic Republic",418,"2070-2075",1.734
2,"Lebanon",422,"2070-2075",1.606
2,"Lesotho",426,"2070-2075",1.797
2,"Latvia",428,"2070-2075",1.613
2,"Liberia",430,"2070-2075",1.784
2,"Libyan Arab Jamahiriya",434,"2070-2075",1.636
2,"Bahamas",44,"2070-2075",1.439
2,"Lithuania",440,"2070-2075",1.862
2,"Luxembourg",442,"2070-2075",1.588
2,"Macao Special Administrative Region of China",446,"2070-2075",1.251
2,"Madagascar",450,"2070-2075",1.724
2,"Malawi",454,"2070-2075",1.936
2,"Malaysia",458,"2070-2075",1.465
2,"Maldives",462,"2070-2075",1.506
2,"Mali",466,"2070-2075",2.252
2,"Malta",470,"2070-2075",1.489
2,"Martinique",474,"2070-2075",1.976
2,"Mauritania",478,"2070-2075",1.933
2,"Bahrain",48,"2070-2075",1.478
2,"Mauritius",480,"2070-2075",1.543
2,"Mexico",484,"2070-2075",1.684
2,"Mongolia",496,"2070-2075",1.821
2,"Republic of Moldova",498,"2070-2075",1.661
2,"Montenegro",499,"2070-2075",1.62
2,"Bangladesh",50,"2070-2075",1.638
2,"Morocco",504,"2070-2075",1.719
2,"Mozambique",508,"2070-2075",1.92
2,"Armenia",51,"2070-2075",1.769
2,"Oman",512,"2070-2075",1.641
2,"Namibia",516,"2070-2075",1.676
2,"Barbados",52,"2070-2075",1.59
2,"Nepal",524,"2070-2075",1.666
2,"Netherlands",528,"2070-2075",1.67
2,"Curaçao",531,"2070-2075",1.346
2,"Aruba",533,"2070-2075",1.433
2,"New Caledonia",540,"2070-2075",1.752
2,"Vanuatu",548,"2070-2075",1.785
2,"Central Asia",5500,"2070-2075",1.692
2,"Southern Asia",5501,"2070-2075",1.727
2,"New Zealand",554,"2070-2075",1.668
2,"Nicaragua",558,"2070-2075",1.749
2,"Belgium",56,"2070-2075",1.633
2,"Niger",562,"2070-2075",2.727
2,"Nigeria",566,"2070-2075",2.462
2,"Norway",578,"2070-2075",1.793
2,"Micronesia (Federated States of)",583,"2070-2075",2.061
2,"Pakistan",586,"2070-2075",1.948
2,"Panama",591,"2070-2075",1.611
2,"Papua New Guinea",598,"2070-2075",1.572
2,"Paraguay",600,"2070-2075",1.707
2,"Peru",604,"2070-2075",1.713
2,"Philippines",608,"2070-2075",1.695
2,"Poland",616,"2070-2075",1.683
2,"Portugal",620,"2070-2075",1.598
2,"Guinea-Bissau",624,"2070-2075",1.817
2,"Timor-Leste",626,"2070-2075",1.729
2,"Puerto Rico",630,"2070-2075",1.393
2,"Qatar",634,"2070-2075",1.384
2,"Reunion",638,"2070-2075",1.895
2,"Bhutan",64,"2070-2075",1.478
2,"Romania",642,"2070-2075",1.606
2,"Russian Federation",643,"2070-2075",1.59
2,"Rwanda",646,"2070-2075",1.916
2,"Saint Lucia",662,"2070-2075",1.514
2,"Saint Vincent and the Grenadines",670,"2070-2075",1.805
2,"Sao Tome and Principe",678,"2070-2075",1.867
2,"Bolivia (Plurinational State of)",68,"2070-2075",1.712
2,"Saudi Arabia",682,"2070-2075",1.632
2,"Senegal",686,"2070-2075",2.042
2,"Serbia",688,"2070-2075",1.534
2,"Seychelles",690,"2070-2075",1.641
2,"Sierra Leone",694,"2070-2075",1.785
2,"Bosnia and Herzegovina",70,"2070-2075",1.658
2,"Singapore",702,"2070-2075",1.268
2,"Slovakia",703,"2070-2075",1.673
2,"Viet Nam",704,"2070-2075",1.6
2,"Slovenia",705,"2070-2075",1.615
2,"Somalia",706,"2070-2075",2.62
2,"South Africa",710,"2070-2075",1.639
2,"Zimbabwe",716,"2070-2075",1.759
2,"Botswana",72,"2070-2075",1.638
2,"Spain",724,"2070-2075",1.465
2,"South Sudan",728,"2070-2075",2.263
2,"Sudan",729,"2070-2075",1.943
2,"Western Sahara",732,"2070-2075",1.427
2,"Suriname",740,"2070-2075",1.738
2,"Swaziland",748,"2070-2075",1.795
2,"Sweden",752,"2070-2075",1.794
2,"Switzerland",756,"2070-2075",1.524
2,"Brazil",76,"2070-2075",1.547
2,"Syrian Arab Republic",760,"2070-2075",1.624
2,"Tajikistan",762,"2070-2075",1.762
2,"Thailand",764,"2070-2075",1.447
2,"Togo",768,"2070-2075",1.814
2,"Tonga",776,"2070-2075",2.008
2,"Trinidad and Tobago",780,"2070-2075",1.704
2,"United Arab Emirates",784,"2070-2075",1.388
2,"Tunisia",788,"2070-2075",1.682
2,"Turkey",792,"2070-2075",1.626
2,"Turkmenistan",795,"2070-2075",1.652
2,"Albania",8,"2070-2075",1.75
2,"Uganda",800,"2070-2075",2.195
2,"Ukraine",804,"2070-2075",1.478
2,"The former Yugoslav Republic of Macedonia",807,"2070-2075",1.577
2,"Egypt",818,"2070-2075",1.663
2,"United Kingdom of Great Britain and Northern Ireland",826,"2070-2075",1.717
2,"United Republic of Tanzania",834,"2070-2075",2.114
2,"Belize",84,"2070-2075",1.594
2,"United States of America",840,"2070-2075",1.719
2,"United States Virgin Islands",850,"2070-2075",1.621
2,"Burkina Faso",854,"2070-2075",2.172
2,"Uruguay",858,"2070-2075",1.491
2,"Uzbekistan",860,"2070-2075",1.65
2,"Venezuela (Bolivarian Republic of)",862,"2070-2075",1.647
2,"Samoa",882,"2070-2075",2.097
2,"Yemen",887,"2070-2075",1.761
2,"Zambia",894,"2070-2075",1.868
2,"Solomon Islands",90,"2070-2075",1.865
2,"World",900,"2070-2075",1.828
2,"Africa",903,"2070-2075",2.108
2,"Latin America and the Caribbean",904,"2070-2075",1.636
2,"Northern America",905,"2070-2075",1.707
2,"Eastern Asia",906,"2070-2075",1.451
2,"Europe",908,"2070-2075",1.605
2,"Oceania",909,"2070-2075",1.618
2,"Eastern Africa",910,"2070-2075",1.979
2,"Middle Africa",911,"2070-2075",2.227
2,"Northern Africa",912,"2070-2075",1.729
2,"Southern Africa",913,"2070-2075",1.649
2,"Western Africa",914,"2070-2075",2.329
2,"Caribbean",915,"2070-2075",1.666
2,"Central America",916,"2070-2075",1.681
2,"South-Eastern Asia",920,"2070-2075",1.613
