"scenario","name","country_code","period","tfr"
2,"Niger",562,"1990-1995",7.795
2,"Nigeria",566,"1990-1995",6.39
2,"Norway",578,"1990-1995",1.893
2,"Micronesia (Federated States of)",583,"1990-1995",4.828
2,"Pakistan",586,"1990-1995",6.196
2,"Panama",591,"1990-1995",2.966
2,"Paraguay",600,"1990-1995",4.37
2,"Peru",604,"1990-1995",3.673
2,"Philippines",608,"1990-1995",4.227
2,"Poland",616,"1990-1995",1.945
2,"Portugal",620,"1990-1995",1.522
2,"Guinea-Bissau",624,"1990-1995",6.388
2,"Timor-Leste",626,"1990-1995",5.861
2,"Puerto Rico",630,"1990-1995",2.311
2,"Qatar",634,"1990-1995",3.845
2,"Reunion",638,"1990-1995",2.48
2,"Bhutan",64,"1990-1995",5.252
2,"Romania",642,"1990-1995",1.559
2,"Russian Federation",643,"1990-1995",1.608
2,"Rwanda",646,"1990-1995",6.621
2,"Saint Lucia",662,"1990-1995",3.202
2,"Saint Vincent and the Grenadines",670,"1990-1995",2.804
2,"Sao Tome and Principe",678,"1990-1995",5.7
2,"Bolivia (Plurinational State of)",68,"1990-1995",4.7
2,"Saudi Arabia",682,"1990-1995",5.489
2,"Senegal",686,"1990-1995",6.155
2,"Serbia",688,"1990-1995",1.703
2,"Sierra Leone",694,"1990-1995",6.56
2,"Bosnia and Herzegovina",70,"1990-1995",1.762
2,"Singapore",702,"1990-1995",1.562
2,"Slovakia",703,"1990-1995",1.918
2,"Viet Nam",704,"1990-1995",3.291
2,"Slovenia",705,"1990-1995",1.374
2,"Somalia",706,"1990-1995",7.496
2,"South Africa",710,"1990-1995",3.49
2,"Zimbabwe",716,"1990-1995",4.562
2,"Botswana",72,"1990-1995",4.239
2,"Spain",724,"1990-1995",1.289
2,"South Sudan",728,"1990-1995",7.997
2,"Sudan",729,"1990-1995",6.034
2,"Suriname",740,"1990-1995",3.193
2,"Swaziland",748,"1990-1995",4.939
2,"Sweden",752,"1990-1995",2.038
2,"Switzerland",756,"1990-1995",1.546
2,"Brazil",76,"1990-1995",2.745
2,"Syrian Arab Republic",760,"1990-1995",5.001
2,"Tajikistan",762,"1990-1995",5.012
2,"Thailand",764,"1990-1995",2.019
2,"Togo",768,"1990-1995",5.944
2,"Tonga",776,"1990-1995",4.577
2,"Trinidad and Tobago",780,"1990-1995",2.199
2,"United Arab Emirates",784,"1990-1995",4.092
2,"Tunisia",788,"1990-1995",3.168
2,"Turkey",792,"1990-1995",2.971
2,"Turkmenistan",795,"1990-1995",3.964
2,"Albania",8,"1990-1995",2.781
2,"Uganda",800,"1990-1995",6.968
2,"Ukraine",804,"1990-1995",1.74
2,"The former Yugoslav Republic of Macedonia",807,"1990-1995",2.163
2,"Egypt",818,"1990-1995",4.222
2,"United Kingdom of Great Britain and Northern Ireland",826,"1990-1995",1.787
2,"United Republic of Tanzania",834,"1990-1995",6.069
2,"Belize",84,"1990-1995",4.345
2,"United States of America",840,"1990-1995",2.034
2,"Burkina Faso",854,"1990-1995",6.93
2,"Uruguay",858,"1990-1995",2.423
2,"Venezuela (Bolivarian Republic of)",862,"1990-1995",3.295
2,"Samoa",882,"1990-1995",4.887
2,"Yemen",887,"1990-1995",8.236
2,"Zambia",894,"1990-1995",6.387
2,"Solomon Islands",90,"1990-1995",5.468
2,"World",900,"1990-1995",3.076
2,"Africa",903,"1990-1995",5.754
2,"Latin America and the Caribbean",904,"1990-1995",3.11
2,"Northern America",905,"1990-1995",2.005
2,"Eastern Asia",906,"1990-1995",1.887
2,"Europe",908,"1990-1995",1.6
2,"Oceania",909,"1990-1995",2.505
2,"Eastern Africa",910,"1990-1995",6.466
2,"Middle Africa",911,"1990-1995",6.637
2,"Northern Africa",912,"1990-1995",4.311
2,"Southern Africa",913,"1990-1995",3.614
2,"Western Africa",914,"1990-1995",6.424
2,"Caribbean",915,"1990-1995",2.833
2,"Central America",916,"1990-1995",3.558
2,"South-Eastern Asia",920,"1990-1995",3.168
2,"Western Asia",922,"1990-1995",4.112
2,"Eastern Europe",923,"1990-1995",1.69
2,"Northern Europe",924,"1990-1995",1.815
2,"Southern Europe",925,"1990-1995",1.429
2,"Western Europe",926,"1990-1995",1.5
2,"Australia and New Zealand",927,"1990-1995",1.908
2,"Melanesia",928,"1990-1995",4.701
2,"South America",931,"1990-1995",2.977
2,"Asia",935,"1990-1995",2.989
2,"Micronesia",954,"1990-1995",3.823
2,"Polynesia",957,"1990-1995",3.996
2,"Bulgaria",100,"1995-2000",1.183
2,"Myanmar",104,"1995-2000",2.966
2,"Burundi",108,"1995-2000",7.041
2,"Belarus",112,"1995-2000",1.33
2,"Cambodia",116,"1995-2000",4.374
2,"Algeria",12,"1995-2000",2.965
2,"Cameroon",120,"1995-2000",5.761
2,"Canada",124,"1995-2000",1.598
2,"Cape Verde",132,"1995-2000",4.088
2,"Central African Republic",140,"1995-2000",5.958
2,"Sri Lanka",144,"1995-2000",2.194
2,"Chad",148,"1995-2000",7.277
2,"Chile",152,"1995-2000",2.176
2,"China",156,"1995-2000",1.545
2,"Taiwan Province of China",158,"1995-2000",1.666
2,"Colombia",170,"1995-2000",2.743
2,"Comoros",174,"1995-2000",5.586
2,"Congo",178,"1995-2000",4.936
2,"Democratic Republic of the Congo",180,"1995-2000",6.722
2,"Costa Rica",188,"1995-2000",2.634
2,"Croatia",191,"1995-2000",1.647
2,"Cuba",192,"1995-2000",1.535
2,"Cyprus",196,"1995-2000",1.857
2,"Czech Republic",203,"1995-2000",1.188
2,"Benin",204,"1995-2000",6.175
2,"Denmark",208,"1995-2000",1.752
2,"Dominican Republic",214,"1995-2000",2.966
2,"Ecuador",218,"1995-2000",3.286
2,"El Salvador",222,"1995-2000",3.41
2,"Equatorial Guinea",226,"1995-2000",5.933
2,"Ethiopia",231,"1995-2000",6.836
2,"Estonia",233,"1995-2000",1.33
2,"Angola",24,"1995-2000",6.794
2,"Fiji",242,"1995-2000",3.186
2,"Finland",246,"1995-2000",1.754
2,"France",250,"1995-2000",1.748
2,"French Guiana",254,"1995-2000",3.799
2,"French Polynesia",258,"1995-2000",2.632
2,"Gabon",266,"1995-2000",4.672
2,"Georgia",268,"1995-2000",1.741
2,"Gambia",270,"1995-2000",5.938
2,"Occupied Palestinian Territory",275,"1995-2000",5.853
2,"Germany",276,"1995-2000",1.329
2,"Ghana",288,"1995-2000",4.908
2,"Kiribati",296,"1995-2000",4.302
2,"Greece",300,"1995-2000",1.354
2,"Azerbaijan",31,"1995-2000",2.268
2,"Guadeloupe",312,"1995-2000",2.124
2,"Argentina",32,"1995-2000",2.731
2,"Guatemala",320,"1995-2000",4.901
2,"Guinea",324,"1995-2000",6.166
2,"Guyana",328,"1995-2000",3.058
2,"Haiti",332,"1995-2000",4.669
2,"Honduras",340,"1995-2000",4.546
2,"Hong Kong Special Administrative Region of China",344,"1995-2000",1.127
2,"Hungary",348,"1995-2000",1.401
2,"Iceland",352,"1995-2000",2.058
2,"India",356,"1995-2000",3.515
2,"Australia",36,"1995-2000",1.793
2,"Indonesia",360,"1995-2000",2.708
2,"Iran (Islamic Republic of)",364,"1995-2000",2.416
2,"Iraq",368,"1995-2000",5.227
2,"Ireland",372,"1995-2000",1.9
2,"Israel",376,"1995-2000",2.969
2,"Italy",380,"1995-2000",1.211
2,"Cote d'Ivoire",384,"1995-2000",5.958
2,"Jamaica",388,"1995-2000",2.651
2,"Japan",392,"1995-2000",1.392
2,"Kazakhstan",398,"1995-2000",2.053
2,"Afghanistan",4,"1995-2000",7.666
2,"Austria",40,"1995-2000",1.398
2,"Jordan",400,"1995-2000",4.342
2,"Kenya",404,"1995-2000",5.272
2,"Democratic People's Republic of Korea",408,"1995-2000",2.06
2,"Republic of Korea",410,"1995-2000",1.539
2,"Kuwait",414,"1995-2000",2.949
2,"Kyrgyzstan",417,"1995-2000",2.988
2,"Lao People's Democratic Republic",418,"1995-2000",4.978
2,"Lebanon",422,"1995-2000",2.665
2,"Lesotho",426,"1995-2000",3.959
2,"Latvia",428,"1995-2000",1.178
2,"Liberia",430,"1995-2000",6.07
2,"Bahamas",44,"1995-2000",2.346
2,"Lithuania",440,"1995-2000",1.485
2,"Luxembourg",442,"1995-2000",1.724
2,"Macao Special Administrative Region of China",446,"1995-2000",1.165
2,"Madagascar",450,"1995-2000",5.772
2,"Malawi",454,"1995-2000",6.275
2,"Malaysia",458,"1995-2000",3.194
2,"Maldives",462,"1995-2000",3.608
2,"Mali",466,"1995-2000",6.925
2,"Malta",470,"1995-2000",1.851
2,"Martinique",474,"1995-2000",1.92
2,"Bahrain",48,"1995-2000",2.965
2,"Mauritius",480,"1995-2000",2.044
2,"Mexico",484,"1995-2000",2.886
2,"Mongolia",496,"1995-2000",2.508
2,"Republic of Moldova",498,"1995-2000",1.705
2,"Montenegro",499,"1995-2000",1.957
2,"Bangladesh",50,"1995-2000",3.46
2,"Morocco",504,"1995-2000",3.11
2,"Mozambique",508,"1995-2000",5.865
2,"Armenia",51,"1995-2000",1.883
2,"Oman",512,"1995-2000",4.634
2,"Namibia",516,"1995-2000",4.211
2,"Nepal",524,"1995-2000",4.418
2,"Netherlands",528,"1995-2000",1.586
2,"Curaçao",531,"1995-2000",2.172
2,"Aruba",533,"1995-2000",2.063
2,"New Caledonia",540,"1995-2000",2.597
2,"Vanuatu",548,"1995-2000",4.635
2,"Central Asia",5500,"1995-2000",2.965
2,"Southern Asia",5501,"1995-2000",3.691
2,"New Zealand",554,"1995-2000",1.952
2,"Nicaragua",558,"1995-2000",3.485
2,"Belgium",56,"1995-2000",1.595
2,"Niger",562,"1995-2000",7.762
2,"Nigeria",566,"1995-2000",6.156
2,"Norway",578,"1995-2000",1.858
2,"Micronesia (Federated States of)",583,"1995-2000",4.539
2,"Pakistan",586,"1995-2000",5.642
2,"Panama",591,"1995-2000",2.81
2,"Paraguay",600,"1995-2000",3.902
2,"Peru",604,"1995-2000",3.107
2,"Philippines",608,"1995-2000",3.909
2,"Poland",616,"1995-2000",1.508
2,"Portugal",620,"1995-2000",1.46
2,"Guinea-Bissau",624,"1995-2000",5.993
2,"Timor-Leste",626,"1995-2000",5.953
2,"Puerto Rico",630,"1995-2000",2.192
2,"Qatar",634,"1995-2000",3.424
2,"Reunion",638,"1995-2000",2.303
2,"Bhutan",64,"1995-2000",4.108
2,"Romania",642,"1995-2000",1.315
2,"Russian Federation",643,"1995-2000",1.271
2,"Rwanda",646,"1995-2000",6.176
2,"Saint Lucia",662,"1995-2000",2.631
2,"Saint Vincent and the Grenadines",670,"1995-2000",2.503
2,"Sao Tome and Principe",678,"1995-2000",5.351
2,"Bolivia (Plurinational State of)",68,"1995-2000",4.241
2,"Saudi Arabia",682,"1995-2000",4.596
2,"Senegal",686,"1995-2000",5.667
2,"Serbia",688,"1995-2000",1.468
2,"Sierra Leone",694,"1995-2000",6.511
2,"Bosnia and Herzegovina",70,"1995-2000",1.586
2,"Singapore",702,"1995-2000",1.45
2,"Slovakia",703,"1995-2000",1.425
2,"Viet Nam",704,"1995-2000",2.332
2,"Slovenia",705,"1995-2000",1.255
2,"Somalia",706,"1995-2000",7.629
2,"South Africa",710,"1995-2000",2.817
2,"Zimbabwe",716,"1995-2000",4.073
2,"Botswana",72,"1995-2000",3.52
2,"Spain",724,"1995-2000",1.15
2,"South Sudan",728,"1995-2000",7.88
2,"Sudan",729,"1995-2000",5.608
2,"Suriname",740,"1995-2000",2.994
2,"Swaziland",748,"1995-2000",4.241
2,"Sweden",752,"1995-2000",1.576
2,"Switzerland",756,"1995-2000",1.483
2,"Brazil",76,"1995-2000",2.46
2,"Syrian Arab Republic",760,"1995-2000",4.309
2,"Tajikistan",762,"1995-2000",4.365
2,"Thailand",764,"1995-2000",1.821
2,"Togo",768,"1995-2000",5.47
2,"Tonga",776,"1995-2000",4.356
2,"Trinidad and Tobago",780,"1995-2000",1.842
2,"United Arab Emirates",784,"1995-2000",3.054
2,"Tunisia",788,"1995-2000",2.371
2,"Turkey",792,"1995-2000",2.712
2,"Turkmenistan",795,"1995-2000",3.231
2,"Albania",8,"1995-2000",2.502
2,"Uganda",800,"1995-2000",6.896
2,"Ukraine",804,"1995-2000",1.268
2,"The former Yugoslav Republic of Macedonia",807,"1995-2000",1.955
2,"Egypt",818,"1995-2000",3.674
2,"United Kingdom of Great Britain and Northern Ireland",826,"1995-2000",1.71
2,"United Republic of Tanzania",834,"1995-2000",5.815
2,"Belize",84,"1995-2000",3.831
2,"United States of America",840,"1995-2000",1.981
2,"Burkina Faso",854,"1995-2000",6.713
2,"Uruguay",858,"1995-2000",2.315
2,"Venezuela (Bolivarian Republic of)",862,"1995-2000",2.97
2,"Samoa",882,"1995-2000",4.673
2,"Yemen",887,"1995-2000",6.905
2,"Zambia",894,"1995-2000",6.115
2,"Solomon Islands",90,"1995-2000",5.015
2,"World",900,"1995-2000",2.799
2,"Africa",903,"1995-2000",5.353
2,"Latin America and the Caribbean",904,"1995-2000",2.79
2,"Northern America",905,"1995-2000",1.944
2,"Eastern Asia",906,"1995-2000",1.539
2,"Europe",908,"1995-2000",1.429
2,"Oceania",909,"1995-2000",2.444
2,"Eastern Africa",910,"1995-2000",6.152
2,"Middle Africa",911,"1995-2000",6.517
2,"Northern Africa",912,"1995-2000",3.601
2,"Southern Africa",913,"1995-2000",2.945
2,"Western Africa",914,"1995-2000",6.125
2,"Caribbean",915,"1995-2000",2.628
2,"Central America",916,"1995-2000",3.145
2,"South-Eastern Asia",920,"1995-2000",2.782
2,"Western Asia",922,"1995-2000",3.659
2,"Eastern Europe",923,"1995-2000",1.308
2,"Northern Europe",924,"1995-2000",1.687
2,"Southern Europe",925,"1995-2000",1.325
2,"Western Europe",926,"1995-2000",1.505
2,"Australia and New Zealand",927,"1995-2000",1.821
2,"Melanesia",928,"1995-2000",4.413
2,"South America",931,"1995-2000",2.672
2,"Asia",935,"1995-2000",2.64
2,"Micronesia",954,"1995-2000",3.574
2,"Polynesia",957,"1995-2000",3.589
2,"Bulgaria",100,"2000-2005",1.257
2,"Myanmar",104,"2000-2005",2.735
2,"Burundi",108,"2000-2005",6.814
2,"Belarus",112,"2000-2005",1.268
2,"Cambodia",116,"2000-2005",3.553
2,"Algeria",12,"2000-2005",2.504
2,"Cameroon",120,"2000-2005",5.469
2,"Canada",124,"2000-2005",1.512
2,"Cape Verde",132,"2000-2005",3.279
2,"Central African Republic",140,"2000-2005",5.856
2,"Sri Lanka",144,"2000-2005",2.254
2,"Chad",148,"2000-2005",7.204
2,"Chile",152,"2000-2005",1.916
2,"China",156,"2000-2005",1.586
2,"Taiwan Province of China",158,"2000-2005",1.324
2,"Colombia",170,"2000-2005",2.454
2,"Comoros",174,"2000-2005",5.2
2,"Congo",178,"2000-2005",4.717
2,"Democratic Republic of the Congo",180,"2000-2005",6.67
2,"Costa Rica",188,"2000-2005",2.23
2,"Croatia",191,"2000-2005",1.437
2,"Cuba",192,"2000-2005",1.572
2,"Cyprus",196,"2000-2005",1.545
2,"Czech Republic",203,"2000-2005",1.177
2,"Benin",204,"2000-2005",5.796
2,"Denmark",208,"2000-2005",1.755
2,"Dominican Republic",214,"2000-2005",2.766
2,"Ecuador",218,"2000-2005",2.975
2,"El Salvador",222,"2000-2005",2.83
2,"Equatorial Guinea",226,"2000-2005",5.729
2,"Ethiopia",231,"2000-2005",6.349
2,"Estonia",233,"2000-2005",1.372
2,"Angola",24,"2000-2005",6.568
2,"Fiji",242,"2000-2005",2.976
2,"Finland",246,"2000-2005",1.742
2,"France",250,"2000-2005",1.878
2,"French Guiana",254,"2000-2005",3.75
2,"French Polynesia",258,"2000-2005",2.402
2,"Gabon",266,"2000-2005",4.359
2,"Georgia",268,"2000-2005",1.575
2,"Gambia",270,"2000-2005",5.737
2,"Occupied Palestinian Territory",275,"2000-2005",5.181
2,"Germany",276,"2000-2005",1.354
2,"Ghana",288,"2000-2005",4.706
2,"Kiribati",296,"2000-2005",3.879
2,"Greece",300,"2000-2005",1.324
2,"Azerbaijan",31,"2000-2005",1.912
2,"Guadeloupe",312,"2000-2005",2.204
2,"Argentina",32,"2000-2005",2.499
2,"Guatemala",320,"2000-2005",4.368
2,"Guinea",324,"2000-2005",5.807
2,"Guyana",328,"2000-2005",2.955
2,"Haiti",332,"2000-2005",4.148
2,"Honduras",340,"2000-2005",3.957
2,"Hong Kong Special Administrative Region of China",344,"2000-2005",0.943
2,"Hungary",348,"2000-2005",1.297
2,"Iceland",352,"2000-2005",1.998
2,"India",356,"2000-2005",3.208
2,"Australia",36,"2000-2005",1.768
2,"Indonesia",360,"2000-2005",2.467
2,"Iran (Islamic Republic of)",364,"2000-2005",1.888
2,"Iraq",368,"2000-2005",4.736
2,"Ireland",372,"2000-2005",1.936
2,"Israel",376,"2000-2005",2.913
2,"Italy",380,"2000-2005",1.28
2,"Cote d'Ivoire",384,"2000-2005",5.692
2,"Jamaica",388,"2000-2005",2.158
2,"Japan",392,"2000-2005",1.319
2,"Kazakhstan",398,"2000-2005",2.006
2,"Afghanistan",4,"2000-2005",7.322
2,"Austria",40,"2000-2005",1.375
2,"Jordan",400,"2000-2005",3.849
2,"Kenya",404,"2000-2005",4.996
2,"Democratic People's Republic of Korea",408,"2000-2005",1.954
2,"Republic of Korea",410,"2000-2005",1.243
2,"Kuwait",414,"2000-2005",2.704
2,"Kyrgyzstan",417,"2000-2005",2.616
2,"Lao People's Democratic Republic",418,"2000-2005",4.073
2,"Lebanon",422,"2000-2005",2.398
2,"Lesotho",426,"2000-2005",3.629
2,"Latvia",428,"2000-2005",1.268
2,"Liberia",430,"2000-2005",5.671
2,"Bahamas",44,"2000-2005",2.007
2,"Lithuania",440,"2000-2005",1.288
2,"Luxembourg",442,"2000-2005",1.665
2,"Macao Special Administrative Region of China",446,"2000-2005",0.829
2,"Madagascar",450,"2000-2005",5.251
2,"Malawi",454,"2000-2005",5.972
2,"Malaysia",458,"2000-2005",2.643
2,"Maldives",462,"2000-2005",2.454
2,"Mali",466,"2000-2005",6.814
2,"Malta",470,"2000-2005",1.5
2,"Martinique",474,"2000-2005",1.934
2,"Bahrain",48,"2000-2005",2.714
2,"Mauritius",480,"2000-2005",1.94
2,"Mexico",484,"2000-2005",2.625
2,"Mongolia",496,"2000-2005",2.13
2,"Republic of Moldova",498,"2000-2005",1.484
2,"Montenegro",499,"2000-2005",1.866
2,"Bangladesh",50,"2000-2005",3.073
2,"Morocco",504,"2000-2005",2.682
2,"Mozambique",508,"2000-2005",5.745
2,"Armenia",51,"2000-2005",1.55
2,"Oman",512,"2000-2005",3.526
2,"Namibia",516,"2000-2005",3.743
2,"Nepal",524,"2000-2005",3.613
2,"Netherlands",528,"2000-2005",1.726
2,"Curaçao",531,"2000-2005",2.223
2,"Aruba",533,"2000-2005",1.786
2,"New Caledonia",540,"2000-2005",2.349
2,"Vanuatu",548,"2000-2005",4.361
2,"Central Asia",5500,"2000-2005",2.571
2,"Southern Asia",5501,"2000-2005",3.33
2,"New Zealand",554,"2000-2005",1.947
2,"Nicaragua",558,"2000-2005",2.952
2,"Belgium",56,"2000-2005",1.674
2,"Niger",562,"2000-2005",7.677
2,"Nigeria",566,"2000-2005",6.12
2,"Norway",578,"2000-2005",1.806
2,"Micronesia (Federated States of)",583,"2000-2005",3.976
2,"Pakistan",586,"2000-2005",5.005
2,"Panama",591,"2000-2005",2.706
2,"Paraguay",600,"2000-2005",3.326
2,"Peru",604,"2000-2005",2.724
2,"Philippines",608,"2000-2005",3.647
2,"Poland",616,"2000-2005",1.277
2,"Portugal",620,"2000-2005",1.461
2,"Guinea-Bissau",624,"2000-2005",5.606
2,"Timor-Leste",626,"2000-2005",5.963
2,"Puerto Rico",630,"2000-2005",1.937
2,"Qatar",634,"2000-2005",3.021
2,"Reunion",638,"2000-2005",2.448
2,"Bhutan",64,"2000-2005",3.107
2,"Romania",642,"2000-2005",1.293
2,"Russian Federation",643,"2000-2005",1.297
2,"Rwanda",646,"2000-2005",5.753
2,"Saint Lucia",662,"2000-2005",1.952
2,"Saint Vincent and the Grenadines",670,"2000-2005",2.216
2,"Sao Tome and Principe",678,"2000-2005",5.091
2,"Bolivia (Plurinational State of)",68,"2000-2005",3.807
2,"Saudi Arabia",682,"2000-2005",3.714
2,"Senegal",686,"2000-2005",5.331
2,"Serbia",688,"2000-2005",1.461
2,"Sierra Leone",694,"2000-2005",6.179
2,"Bosnia and Herzegovina",70,"2000-2005",1.237
2,"Singapore",702,"2000-2005",1.335
2,"Slovakia",703,"2000-2005",1.229
2,"Viet Nam",704,"2000-2005",2.045
2,"Slovenia",705,"2000-2005",1.225
2,"Somalia",706,"2000-2005",7.568
2,"South Africa",710,"2000-2005",2.381
2,"Zimbabwe",716,"2000-2005",3.875
2,"Botswana",72,"2000-2005",3.187
2,"Spain",724,"2000-2005",1.262
2,"South Sudan",728,"2000-2005",7.088
2,"Sudan",729,"2000-2005",5.244
2,"Suriname",740,"2000-2005",2.839
2,"Swaziland",748,"2000-2005",3.838
2,"Sweden",752,"2000-2005",1.645
2,"Switzerland",756,"2000-2005",1.412
2,"Brazil",76,"2000-2005",2.113
2,"Syrian Arab Republic",760,"2000-2005",3.943
2,"Tajikistan",762,"2000-2005",3.758
2,"Thailand",764,"2000-2005",1.58
2,"Togo",768,"2000-2005",5.183
2,"Tonga",776,"2000-2005",4.143
2,"Trinidad and Tobago",780,"2000-2005",1.724
2,"United Arab Emirates",784,"2000-2005",2.554
2,"Tunisia",788,"2000-2005",1.994
2,"Turkey",792,"2000-2005",2.363
2,"Turkmenistan",795,"2000-2005",2.738
2,"Albania",8,"2000-2005",2.057
2,"Uganda",800,"2000-2005",6.755
2,"Ukraine",804,"2000-2005",1.142
2,"The former Yugoslav Republic of Macedonia",807,"2000-2005",1.732
2,"Egypt",818,"2000-2005",3.319
2,"United Kingdom of Great Britain and Northern Ireland",826,"2000-2005",1.669
2,"United Republic of Tanzania",834,"2000-2005",5.637
2,"Belize",84,"2000-2005",3.436
2,"United States of America",840,"2000-2005",2.037
2,"Burkina Faso",854,"2000-2005",6.357
2,"Uruguay",858,"2000-2005",2.127
2,"Venezuela (Bolivarian Republic of)",862,"2000-2005",2.741
2,"Samoa",882,"2000-2005",4.438
2,"Yemen",887,"2000-2005",5.98
2,"Zambia",894,"2000-2005",5.804
2,"Solomon Islands",90,"2000-2005",4.633
2,"World",900,"2000-2005",2.678
2,"Africa",903,"2000-2005",5.097
2,"Latin America and the Caribbean",904,"2000-2005",2.49
2,"Northern America",905,"2000-2005",1.986
2,"Eastern Asia",906,"2000-2005",1.551
2,"Europe",908,"2000-2005",1.434
2,"Oceania",909,"2000-2005",2.445
2,"Eastern Africa",910,"2000-2005",5.833
2,"Middle Africa",911,"2000-2005",6.374
2,"Northern Africa",912,"2000-2005",3.222
2,"Southern Africa",913,"2000-2005",2.52
2,"Western Africa",914,"2000-2005",5.981
2,"Caribbean",915,"2000-2005",2.478
2,"Central America",916,"2000-2005",2.833
2,"South-Eastern Asia",920,"2000-2005",2.52
2,"Western Asia",922,"2000-2005",3.283
2,"Eastern Europe",923,"2000-2005",1.265
2,"Northern Europe",924,"2000-2005",1.667
2,"Southern Europe",925,"2000-2005",1.355
2,"Western Europe",926,"2000-2005",1.585
2,"Australia and New Zealand",927,"2000-2005",1.799
2,"Melanesia",928,"2000-2005",4.179
2,"South America",931,"2000-2005",2.356
2,"Asia",935,"2000-2005",2.486
2,"Micronesia",954,"2000-2005",3.154
2,"Polynesia",957,"2000-2005",3.347
2,"Bulgaria",100,"2005-2010",1.497
2,"Myanmar",104,"2005-2010",2.471
2,"Burundi",108,"2005-2010",6.576
2,"Belarus",112,"2005-2010",1.375
2,"Cambodia",116,"2005-2010",3.063
2,"Algeria",12,"2005-2010",2.68
2,"Cameroon",120,"2005-2010",5.319
2,"Canada",124,"2005-2010",1.625
2,"Cape Verde",132,"2005-2010",2.769
2,"Central African Republic",140,"2005-2010",5.889
2,"Sri Lanka",144,"2005-2010",2.291
2,"Chad",148,"2005-2010",7.086
2,"Chile",152,"2005-2010",1.827
2,"China",156,"2005-2010",1.67
2,"Taiwan Province of China",158,"2005-2010",1.079
2,"Colombia",170,"2005-2010",2.142
2,"Comoros",174,"2005-2010",4.897
2,"Congo",178,"2005-2010",4.702
2,"Democratic Republic of the Congo",180,"2005-2010",6.588
2,"Costa Rica",188,"2005-2010",2.015
2,"Croatia",191,"2005-2010",1.516
2,"Cuba",192,"2005-2010",1.51
2,"Cyprus",196,"2005-2010",1.481
2,"Czech Republic",203,"2005-2010",1.421
2,"Benin",204,"2005-2010",5.559
2,"Denmark",208,"2005-2010",1.842
2,"Dominican Republic",214,"2005-2010",2.547
2,"Ecuador",218,"2005-2010",2.716
2,"El Salvador",222,"2005-2010",2.347
2,"Equatorial Guinea",226,"2005-2010",5.428
2,"Ethiopia",231,"2005-2010",5.705
2,"Estonia",233,"2005-2010",1.641
2,"Angola",24,"2005-2010",6.367
2,"Fiji",242,"2005-2010",2.869
2,"Finland",246,"2005-2010",1.834
2,"France",250,"2005-2010",1.964
2,"French Guiana",254,"2005-2010",3.646
2,"French Polynesia",258,"2005-2010",2.175
2,"Gabon",266,"2005-2010",4.156
2,"Georgia",268,"2005-2010",1.708
2,"Gambia",270,"2005-2010",5.721
2,"Occupied Palestinian Territory",275,"2005-2010",4.618
2,"Germany",276,"2005-2010",1.356
2,"Ghana",288,"2005-2010",4.344
2,"Kiribati",296,"2005-2010",3.862
2,"Greece",300,"2005-2010",1.411
2,"Azerbaijan",31,"2005-2010",2.013
