"scenario","name","country_code","period","sex","e0"
2,"Timor-Leste",626,"1955-1960","Male",29.6
2,"Puerto Rico",630,"1955-1960","Male",65.3
2,"Qatar",634,"1955-1960","Male",55
2,"Reunion",638,"1955-1960","Male",50.7
2,"Bhutan",64,"1955-1960","Male",31.4
2,"Romania",642,"1955-1960","Male",61.5
2,"Russian Federation",643,"1955-1960","Male",61.5
2,"Rwanda",646,"1955-1960","Male",44.7
2,"Saint Lucia",662,"1955-1960","Male",52.8
2,"Saint Vincent and the Grenadines",670,"1955-1960","Male",51.8
2,"Sao Tome and Principe",678,"1955-1960","Male",38.6
2,"Bolivia (Plurinational State of)",68,"1955-1960","Male",40.3
2,"Saudi Arabia",682,"1955-1960","Male",42.9
2,"Senegal",686,"1955-1960","Male",39.1
2,"Serbia",688,"1955-1960","Male",61.1
2,"Sierra Leone",694,"1955-1960","Male",31.2
2,"Bosnia and Herzegovina",70,"1955-1960","Male",55.1
2,"Singapore",702,"1955-1960","Male",59.3
2,"Slovakia",703,"1955-1960","Male",66.3
2,"Viet Nam",704,"1955-1960","Male",54.1
2,"Slovenia",705,"1955-1960","Male",60.5
2,"Somalia",706,"1955-1960","Male",41.5
2,"South Africa",710,"1955-1960","Male",49
2,"Zimbabwe",716,"1955-1960","Male",50
2,"Botswana",72,"1955-1960","Male",46.2
2,"Spain",724,"1955-1960","Male",65.1
2,"South Sudan",728,"1955-1960","Male",28.2
2,"Sudan",729,"1955-1960","Male",47
2,"Suriname",740,"1955-1960","Male",53.1
2,"Swaziland",748,"1955-1960","Male",43.4
2,"Sweden",752,"1955-1960","Male",71.2
2,"Switzerland",756,"1955-1960","Male",68.1
2,"Brazil",76,"1955-1960","Male",48.8
2,"Syrian Arab Republic",760,"1955-1960","Male",49.7
2,"Tajikistan",762,"1955-1960","Male",50.2
2,"Thailand",764,"1955-1960","Male",46
2,"Togo",768,"1955-1960","Male",40.7
2,"Tonga",776,"1955-1960","Male",54.8
2,"Trinidad and Tobago",780,"1955-1960","Male",58.7
2,"United Arab Emirates",784,"1955-1960","Male",43.7
2,"Tunisia",788,"1955-1960","Male",40.7
2,"Turkey",792,"1955-1960","Male",46.3
2,"Turkmenistan",795,"1955-1960","Male",48.2
2,"Albania",8,"1955-1960","Male",47.6
2,"Uganda",800,"1955-1960","Male",41.2
2,"Ukraine",804,"1955-1960","Male",63.5
2,"The former Yugoslav Republic of Macedonia",807,"1955-1960","Male",52.6
2,"Egypt",818,"1955-1960","Male",41.3
2,"United Kingdom of Great Britain and Northern Ireland",826,"1955-1960","Male",67.7
2,"United Republic of Tanzania",834,"1955-1960","Male",41.2
2,"Belize",84,"1955-1960","Male",53.2
2,"United States of America",840,"1955-1960","Male",66.6
2,"Burkina Faso",854,"1955-1960","Male",33.9
2,"Uruguay",858,"1955-1960","Male",64.3
2,"Venezuela (Bolivarian Republic of)",862,"1955-1960","Male",54.1
2,"Samoa",882,"1955-1960","Male",52.2
2,"Yemen",887,"1955-1960","Male",30.3
2,"Zambia",894,"1955-1960","Male",46.6
2,"Solomon Islands",90,"1955-1960","Male",43.4
2,"World",900,"1955-1960","Male",48.8
2,"Africa",903,"1955-1960","Male",38.9
2,"Latin America and the Caribbean",904,"1955-1960","Male",50.8
2,"Northern America",905,"1955-1960","Male",66.7
2,"Eastern Asia",906,"1955-1960","Male",46.4
2,"Europe",908,"1955-1960","Male",64.3
2,"Oceania",909,"1955-1960","Male",61.4
2,"Eastern Africa",910,"1955-1960","Male",39
2,"Middle Africa",911,"1955-1960","Male",37.8
2,"Northern Africa",912,"1955-1960","Male",41
2,"Southern Africa",913,"1955-1960","Male",48.5
2,"Western Africa",914,"1955-1960","Male",35.9
2,"Caribbean",915,"1955-1960","Male",53.8
2,"Central America",916,"1955-1960","Male",49.2
2,"South-Eastern Asia",920,"1955-1960","Male",46.6
2,"Western Asia",922,"1955-1960","Male",46.1
2,"Eastern Europe",923,"1955-1960","Male",62.3
2,"Northern Europe",924,"1955-1960","Male",67.9
2,"Southern Europe",925,"1955-1960","Male",63.4
2,"Western Europe",926,"1955-1960","Male",66.5
2,"Australia and New Zealand",927,"1955-1960","Male",67.6
2,"Melanesia",928,"1955-1960","Male",44
2,"South America",931,"1955-1960","Male",50.9
2,"Asia",935,"1955-1960","Male",45.5
2,"Micronesia",954,"1955-1960","Male",52.8
2,"Polynesia",957,"1955-1960","Male",54
2,"Bulgaria",100,"1955-1960","Female",68.1
2,"Myanmar",104,"1955-1960","Female",43.6
2,"Burundi",108,"1955-1960","Female",43.8
2,"Belarus",112,"1955-1960","Female",69.7
2,"Cambodia",116,"1955-1960","Female",43.1
2,"Algeria",12,"1955-1960","Female",43.7
2,"Cameroon",120,"1955-1960","Female",40.4
2,"Canada",124,"1955-1960","Female",73.3
2,"Cape Verde",132,"1955-1960","Female",51
2,"Central African Republic",140,"1955-1960","Female",39.2
2,"Sri Lanka",144,"1955-1960","Female",60.2
2,"Chad",148,"1955-1960","Female",39.3
2,"Chile",152,"1955-1960","Female",58
2,"China",156,"1955-1960","Female",48.1
2,"Taiwan Province of China",158,"1955-1960","Female",63
2,"Colombia",170,"1955-1960","Female",56.9
2,"Comoros",174,"1955-1960","Female",39
2,"Congo",178,"1955-1960","Female",47.9
2,"Democratic Republic of the Congo",180,"1955-1960","Female",41.4
2,"Costa Rica",188,"1955-1960","Female",60.4
2,"Croatia",191,"1955-1960","Female",66.3
2,"Cuba",192,"1955-1960","Female",64.8
2,"Cyprus",196,"1955-1960","Female",66.2
2,"Czech Republic",203,"1955-1960","Female",72.1
2,"Benin",204,"1955-1960","Female",37.9
2,"Denmark",208,"1955-1960","Female",73.8
2,"Dominican Republic",214,"1955-1960","Female",50.7
2,"Ecuador",218,"1955-1960","Female",53.3
2,"El Salvador",222,"1955-1960","Female",48.1
2,"Equatorial Guinea",226,"1955-1960","Female",42.5
2,"Ethiopia",231,"1955-1960","Female",38.3
2,"Estonia",233,"1955-1960","Female",71.9
2,"Angola",24,"1955-1960","Female",39.2
2,"Fiji",242,"1955-1960","Female",56
2,"Finland",246,"1955-1960","Female",71.3
2,"France",250,"1955-1960","Female",72.4
2,"French Guiana",254,"1955-1960","Female",57
2,"French Polynesia",258,"1955-1960","Female",59.7
2,"Gabon",266,"1955-1960","Female",46
2,"Georgia",268,"1955-1960","Female",64.1
2,"Gambia",270,"1955-1960","Female",34.7
2,"Occupied Palestinian Territory",275,"1955-1960","Female",50.3
2,"Germany",276,"1955-1960","Female",71.2
2,"Ghana",288,"1955-1960","Female",48.4
2,"Kiribati",296,"1955-1960","Female",48.1
2,"Greece",300,"1955-1960","Female",70.3
2,"Azerbaijan",31,"1955-1960","Female",59.1
2,"Guadeloupe",312,"1955-1960","Female",60
2,"Argentina",32,"1955-1960","Female",66.8
2,"Guatemala",320,"1955-1960","Female",43.7
2,"Guinea",324,"1955-1960","Female",37.4
2,"Guyana",328,"1955-1960","Female",58.7
2,"Haiti",332,"1955-1960","Female",44.5
2,"Honduras",340,"1955-1960","Female",48
2,"Hong Kong Special Administrative Region of China",344,"1955-1960","Female",68.6
2,"Hungary",348,"1955-1960","Female",69
2,"Iceland",352,"1955-1960","Female",75.3
2,"India",356,"1955-1960","Female",43.3
2,"Australia",36,"1955-1960","Female",73.6
2,"Indonesia",360,"1955-1960","Female",45.7
2,"Iran (Islamic Republic of)",364,"1955-1960","Female",41.2
2,"Iraq",368,"1955-1960","Female",52.5
2,"Ireland",372,"1955-1960","Female",70.7
2,"Israel",376,"1955-1960","Female",70.4
2,"Italy",380,"1955-1960","Female",70.7
2,"Cote d'Ivoire",384,"1955-1960","Female",37.7
2,"Jamaica",388,"1955-1960","Female",63.7
2,"Japan",392,"1955-1960","Female",68.5
2,"Kazakhstan",398,"1955-1960","Female",62.6
2,"Afghanistan",4,"1955-1960","Female",31.8
2,"Austria",40,"1955-1960","Female",70.9
2,"Jordan",400,"1955-1960","Female",49.6
2,"Kenya",404,"1955-1960","Female",47.2
2,"Democratic People's Republic of Korea",408,"1955-1960","Female",53.7
2,"Republic of Korea",410,"1955-1960","Female",54
2,"Kuwait",414,"1955-1960","Female",56
2,"Kyrgyzstan",417,"1955-1960","Female",58.1
2,"Lao People's Democratic Republic",418,"1955-1960","Female",41.8
2,"Lebanon",422,"1955-1960","Female",65.6
2,"Lesotho",426,"1955-1960","Female",52.3
2,"Latvia",428,"1955-1960","Female",72.7
2,"Liberia",430,"1955-1960","Female",40.4
2,"Bahamas",44,"1955-1960","Female",64.8
2,"Lithuania",440,"1955-1960","Female",70.6
2,"Luxembourg",442,"1955-1960","Female",70.4
2,"Macao Special Administrative Region of China",446,"1955-1960","Female",65
2,"Madagascar",450,"1955-1960","Female",43.1
2,"Malawi",454,"1955-1960","Female",35.9
2,"Malaysia",458,"1955-1960","Female",55
2,"Maldives",462,"1955-1960","Female",37.9
2,"Mali",466,"1955-1960","Female",30.2
2,"Malta",470,"1955-1960","Female",67.7
2,"Martinique",474,"1955-1960","Female",62
2,"Bahrain",48,"1955-1960","Female",45.4
2,"Mauritius",480,"1955-1960","Female",56.7
2,"Mexico",484,"1955-1960","Female",54.1
2,"Mongolia",496,"1955-1960","Female",44.2
2,"Republic of Moldova",498,"1955-1960","Female",63.7
2,"Montenegro",499,"1955-1960","Female",64.8
2,"Bangladesh",50,"1955-1960","Female",42.9
2,"Morocco",504,"1955-1960","Female",42.7
2,"Mozambique",508,"1955-1960","Female",41.1
2,"Armenia",51,"1955-1960","Female",64
2,"Oman",512,"1955-1960","Female",34.8
2,"Namibia",516,"1955-1960","Female",47.5
2,"Nepal",524,"1955-1960","Female",38.4
2,"Netherlands",528,"1955-1960","Female",74.6
2,"Curaçao",531,"1955-1960","Female",66.8
2,"Aruba",533,"1955-1960","Female",65.8
2,"New Caledonia",540,"1955-1960","Female",56.3
2,"Vanuatu",548,"1955-1960","Female",49.1
2,"Central Asia",5500,"1955-1960","Female",59.7
2,"Southern Asia",5501,"1955-1960","Female",42.9
2,"New Zealand",554,"1955-1960","Female",73.3
2,"Nicaragua",558,"1955-1960","Female",45.8
2,"Belgium",56,"1955-1960","Female",72.1
2,"Niger",562,"1955-1960","Female",36.7
2,"Nigeria",566,"1955-1960","Female",38.2
2,"Norway",578,"1955-1960","Female",75.6
2,"Micronesia (Federated States of)",583,"1955-1960","Female",56.4
2,"Pakistan",586,"1955-1960","Female",40.8
2,"Panama",591,"1955-1960","Female",59.8
2,"Paraguay",600,"1955-1960","Female",61.9
2,"Peru",604,"1955-1960","Female",49.8
2,"Philippines",608,"1955-1960","Female",59.2
2,"Poland",616,"1955-1960","Female",66.9
2,"Portugal",620,"1955-1960","Female",64.8
2,"Guinea-Bissau",624,"1955-1960","Female",38.7
2,"Timor-Leste",626,"1955-1960","Female",32.9
2,"Puerto Rico",630,"1955-1960","Female",69.8
2,"Qatar",634,"1955-1960","Female",59
2,"Reunion",638,"1955-1960","Female",56.2
2,"Bhutan",64,"1955-1960","Female",33.2
2,"Romania",642,"1955-1960","Female",64.6
2,"Russian Federation",643,"1955-1960","Female",69.9
2,"Rwanda",646,"1955-1960","Female",45.8
2,"Saint Lucia",662,"1955-1960","Female",54.9
2,"Saint Vincent and the Grenadines",670,"1955-1960","Female",54.6
2,"Sao Tome and Principe",678,"1955-1960","Female",40.5
2,"Bolivia (Plurinational State of)",68,"1955-1960","Female",44.2
2,"Saudi Arabia",682,"1955-1960","Female",45.9
2,"Senegal",686,"1955-1960","Female",39.1
2,"Serbia",688,"1955-1960","Female",63.7
2,"Sierra Leone",694,"1955-1960","Female",33.9
2,"Bosnia and Herzegovina",70,"1955-1960","Female",60.6
2,"Singapore",702,"1955-1960","Female",64.1
2,"Slovakia",703,"1955-1960","Female",70.5
2,"Viet Nam",704,"1955-1960","Female",61.4
2,"Slovenia",705,"1955-1960","Female",65.7
2,"Somalia",706,"1955-1960","Female",44.3
2,"South Africa",710,"1955-1960","Female",51.7
2,"Zimbabwe",716,"1955-1960","Female",54.1
2,"Botswana",72,"1955-1960","Female",51.1
2,"Spain",724,"1955-1960","Female",69.8
2,"South Sudan",728,"1955-1960","Female",33.5
2,"Sudan",729,"1955-1960","Female",47.8
2,"Suriname",740,"1955-1960","Female",57.2
2,"Swaziland",748,"1955-1960","Female",46.5
2,"Sweden",752,"1955-1960","Female",74.6
2,"Switzerland",756,"1955-1960","Female",73.3
2,"Brazil",76,"1955-1960","Female",53.8
2,"Syrian Arab Republic",760,"1955-1960","Female",51.3
2,"Tajikistan",762,"1955-1960","Female",55
2,"Thailand",764,"1955-1960","Female",51.1
2,"Togo",768,"1955-1960","Female",43.2
2,"Tonga",776,"1955-1960","Female",59.6
2,"Trinidad and Tobago",780,"1955-1960","Female",61.9
2,"United Arab Emirates",784,"1955-1960","Female",49.4
2,"Tunisia",788,"1955-1960","Female",42.8
2,"Turkey",792,"1955-1960","Female",52.1
2,"Turkmenistan",795,"1955-1960","Female",56.2
2,"Albania",8,"1955-1960","Female",54.2
2,"Uganda",800,"1955-1960","Female",45.3
2,"Ukraine",804,"1955-1960","Female",69.9
2,"The former Yugoslav Republic of Macedonia",807,"1955-1960","Female",54.7
2,"Egypt",818,"1955-1960","Female",44.8
2,"United Kingdom of Great Britain and Northern Ireland",826,"1955-1960","Female",73.3
2,"United Republic of Tanzania",834,"1955-1960","Female",43.7
2,"Belize",84,"1955-1960","Female",57.4
2,"United States of America",840,"1955-1960","Female",73
2,"Burkina Faso",854,"1955-1960","Female",36
2,"Uruguay",858,"1955-1960","Female",70.6
2,"Venezuela (Bolivarian Republic of)",862,"1955-1960","Female",58.2
2,"Samoa",882,"1955-1960","Female",53.1
2,"Yemen",887,"1955-1960","Female",35
2,"Zambia",894,"1955-1960","Female",48.9
2,"Solomon Islands",90,"1955-1960","Female",46.7
2,"World",900,"1955-1960","Female",52.2
2,"Africa",903,"1955-1960","Female",41.8
2,"Latin America and the Caribbean",904,"1955-1960","Female",55.2
2,"Northern America",905,"1955-1960","Female",73
2,"Eastern Asia",906,"1955-1960","Female",50.2
2,"Europe",908,"1955-1960","Female",70
2,"Oceania",909,"1955-1960","Female",67.1
2,"Eastern Africa",910,"1955-1960","Female",42.4
2,"Middle Africa",911,"1955-1960","Female",40.8
2,"Northern Africa",912,"1955-1960","Female",44.3
2,"Southern Africa",913,"1955-1960","Female",51.5
2,"Western Africa",914,"1955-1960","Female",38.2
2,"Caribbean",915,"1955-1960","Female",57.6
2,"Central America",916,"1955-1960","Female",52.4
2,"South-Eastern Asia",920,"1955-1960","Female",50.3
2,"Western Asia",922,"1955-1960","Female",51.4
2,"Eastern Europe",923,"1955-1960","Female",69
2,"Northern Europe",924,"1955-1960","Female",73.2
2,"Southern Europe",925,"1955-1960","Female",68.1
2,"Western Europe",926,"1955-1960","Female",72
2,"Australia and New Zealand",927,"1955-1960","Female",73.5
2,"Melanesia",928,"1955-1960","Female",47.5
2,"South America",931,"1955-1960","Female",55.8
2,"Asia",935,"1955-1960","Female",47.5
2,"Micronesia",954,"1955-1960","Female",56.5
2,"Polynesia",957,"1955-1960","Female",56
2,"Bulgaria",100,"1960-1965","Male",68.4
2,"Myanmar",104,"1960-1965","Male",43.5
2,"Burundi",108,"1960-1965","Male",42.1
2,"Belarus",112,"1960-1965","Male",66.5
2,"Cambodia",116,"1960-1965","Male",41.4
2,"Algeria",12,"1960-1965","Male",39.2
2,"Cameroon",120,"1960-1965","Male",35.9
2,"Canada",124,"1960-1965","Male",68.5
2,"Cape Verde",132,"1960-1965","Male",48.7
2,"Central African Republic",140,"1960-1965","Male",39
2,"Sri Lanka",144,"1960-1965","Male",59.9
2,"Chad",148,"1960-1965","Male",37.3
2,"Chile",152,"1960-1965","Male",55.2
2,"China",156,"1960-1965","Male",43.6
2,"Taiwan Province of China",158,"1960-1965","Male",61.6
2,"Colombia",170,"1960-1965","Male",56.3
2,"Comoros",174,"1960-1965","Male",40.1
2,"Congo",178,"1960-1965","Male",46.9
2,"Democratic Republic of the Congo",180,"1960-1965","Male",38.8
2,"Costa Rica",188,"1960-1965","Male",59.6
2,"Croatia",191,"1960-1965","Male",63.7
2,"Cuba",192,"1960-1965","Male",63.4
2,"Cyprus",196,"1960-1965","Male",60.2
2,"Czech Republic",203,"1960-1965","Male",67.4
2,"Benin",204,"1960-1965","Male",38.1
2,"Denmark",208,"1960-1965","Male",70.4
2,"Dominican Republic",214,"1960-1965","Male",49.2
2,"Ecuador",218,"1960-1965","Male",52.7
2,"El Salvador",222,"1960-1965","Male",47.5
2,"Equatorial Guinea",226,"1960-1965","Male",40.7
2,"Ethiopia",231,"1960-1965","Male",39.1
2,"Estonia",233,"1960-1965","Male",65.3
2,"Angola",24,"1960-1965","Male",35.3
2,"Fiji",242,"1960-1965","Male",57.7
2,"Finland",246,"1960-1965","Male",65.5
2,"France",250,"1960-1965","Male",67.2
2,"French Guiana",254,"1960-1965","Male",54.2
2,"French Polynesia",258,"1960-1965","Male",59.1
2,"Gabon",266,"1960-1965","Male",46.2
2,"Georgia",268,"1960-1965","Male",57.6
2,"Gambia",270,"1960-1965","Male",34.7
2,"Occupied Palestinian Territory",275,"1960-1965","Male",48
2,"Germany",276,"1960-1965","Male",67.1
2,"Ghana",288,"1960-1965","Male",45.5
2,"Kiribati",296,"1960-1965","Male",47.7
2,"Greece",300,"1960-1965","Male",68.1
2,"Azerbaijan",31,"1960-1965","Male",52
2,"Guadeloupe",312,"1960-1965","Male",58.6
2,"Argentina",32,"1960-1965","Male",61.1
2,"Guatemala",320,"1960-1965","Male",46.3
2,"Guinea",324,"1960-1965","Male",35.6
2,"Guyana",328,"1960-1965","Male",56.5
2,"Haiti",332,"1960-1965","Male",41.8
2,"Honduras",340,"1960-1965","Male",47.8
2,"Hong Kong Special Administrative Region of China",344,"1960-1965","Male",63.1
2,"Hungary",348,"1960-1965","Male",66.4
2,"Iceland",352,"1960-1965","Male",71
2,"India",356,"1960-1965","Male",46.3
2,"Australia",36,"1960-1965","Male",67.9
2,"Indonesia",360,"1960-1965","Male",46.4
2,"Iran (Islamic Republic of)",364,"1960-1965","Male",45.6
2,"Iraq",368,"1960-1965","Male",51
2,"Ireland",372,"1960-1965","Male",68.2
2,"Israel",376,"1960-1965","Male",69.7
2,"Italy",380,"1960-1965","Male",66.9
2,"Cote d'Ivoire",384,"1960-1965","Male",37.7
2,"Jamaica",388,"1960-1965","Male",63.1
2,"Japan",392,"1960-1965","Male",66.5
2,"Kazakhstan",398,"1960-1965","Male",54
2,"Afghanistan",4,"1960-1965","Male",32.9
2,"Austria",40,"1960-1965","Male",66.3
2,"Jordan",400,"1960-1965","Male",54.2
2,"Kenya",404,"1960-1965","Male",48.6
2,"Democratic People's Republic of Korea",408,"1960-1965","Male",53
2,"Republic of Korea",410,"1960-1965","Male",53
2,"Kuwait",414,"1960-1965","Male",57.9
2,"Kyrgyzstan",417,"1960-1965","Male",51.9
2,"Lao People's Democratic Republic",418,"1960-1965","Male",39.6
2,"Lebanon",422,"1960-1965","Male",63.7
2,"Lesotho",426,"1960-1965","Male",46.2
2,"Latvia",428,"1960-1965","Male",66.6
2,"Liberia",430,"1960-1965","Male",36.7
2,"Bahamas",44,"1960-1965","Male",60.6
2,"Lithuania",440,"1960-1965","Male",67.3
2,"Luxembourg",442,"1960-1965","Male",65.8
2,"Macao Special Administrative Region of China",446,"1960-1965","Male",64.2
2,"Madagascar",450,"1960-1965","Male",43.1
2,"Malawi",454,"1960-1965","Male",33.5
2,"Malaysia",458,"1960-1965","Male",57.1
2,"Maldives",462,"1960-1965","Male",38.9
2,"Mali",466,"1960-1965","Male",29.2
2,"Malta",470,"1960-1965","Male",66.9
2,"Martinique",474,"1960-1965","Male",59.8
2,"Bahrain",48,"1960-1965","Male",52.9
2,"Mauritius",480,"1960-1965","Male",54.9
2,"Mexico",484,"1960-1965","Male",54.7
2,"Mongolia",496,"1960-1965","Male",44.9
2,"Republic of Moldova",498,"1960-1965","Male",57.7
2,"Montenegro",499,"1960-1965","Male",63.8
2,"Bangladesh",50,"1960-1965","Male",46.8
2,"Morocco",504,"1960-1965","Male",43.2
2,"Mozambique",508,"1960-1965","Male",40.4
2,"Armenia",51,"1960-1965","Male",58.8
2,"Oman",512,"1960-1965","Male",36.2
2,"Namibia",516,"1960-1965","Male",47.1
2,"Nepal",524,"1960-1965","Male",39
2,"Netherlands",528,"1960-1965","Male",71.3
2,"Curaçao",531,"1960-1965","Male",64
2,"Aruba",533,"1960-1965","Male",61.1
2,"New Caledonia",540,"1960-1965","Male",54.1
2,"Vanuatu",548,"1960-1965","Male",50
2,"Central Asia",5500,"1960-1965","Male",53.5
2,"Southern Asia",5501,"1960-1965","Male",46.2
2,"New Zealand",554,"1960-1965","Male",68.5
2,"Nicaragua",558,"1960-1965","Male",46.4
2,"Belgium",56,"1960-1965","Male",67.3
2,"Niger",562,"1960-1965","Male",36
2,"Nigeria",566,"1960-1965","Male",36.7
2,"Norway",578,"1960-1965","Male",71.1
2,"Micronesia (Federated States of)",583,"1960-1965","Male",55.5
2,"Pakistan",586,"1960-1965","Male",48
2,"Panama",591,"1960-1965","Male",60.7
2,"Paraguay",600,"1960-1965","Male",58.8
2,"Peru",604,"1960-1965","Male",50.4
2,"Philippines",608,"1960-1965","Male",58.5
2,"Poland",616,"1960-1965","Male",65.1
2,"Portugal",620,"1960-1965","Male",61.3
2,"Guinea-Bissau",624,"1960-1965","Male",34.3
2,"Timor-Leste",626,"1960-1965","Male",31.3
2,"Puerto Rico",630,"1960-1965","Male",66.6
2,"Qatar",634,"1960-1965","Male",59
2,"Reunion",638,"1960-1965","Male",53.8
2,"Bhutan",64,"1960-1965","Male",33.6
2,"Romania",642,"1960-1965","Male",64.8
2,"Russian Federation",643,"1960-1965","Male",63.6
2,"Rwanda",646,"1960-1965","Male",46.2
2,"Saint Lucia",662,"1960-1965","Male",56.2
2,"Saint Vincent and the Grenadines",670,"1960-1965","Male",56.9
2,"Sao Tome and Principe",678,"1960-1965","Male",43.9
2,"Bolivia (Plurinational State of)",68,"1960-1965","Male",41.8
2,"Saudi Arabia",682,"1960-1965","Male",45.6
2,"Senegal",686,"1960-1965","Male",39.6
2,"Serbia",688,"1960-1965","Male",62.9
2,"Sierra Leone",694,"1960-1965","Male",33.4
2,"Bosnia and Herzegovina",70,"1960-1965","Male",59.9
2,"Singapore",702,"1960-1965","Male",63.5
2,"Slovakia",703,"1960-1965","Male",68.3
2,"Viet Nam",704,"1960-1965","Male",55.5
2,"Slovenia",705,"1960-1965","Male",62.9
2,"Somalia",706,"1960-1965","Male",42.5
2,"South Africa",710,"1960-1965","Male",51.4
2,"Zimbabwe",716,"1960-1965","Male",52.2
2,"Botswana",72,"1960-1965","Male",48.8
2,"Spain",724,"1960-1965","Male",67.2
2,"South Sudan",728,"1960-1965","Male",27.2
2,"Sudan",729,"1960-1965","Male",46
2,"Suriname",740,"1960-1965","Male",56.4
2,"Swaziland",748,"1960-1965","Male",45
2,"Sweden",752,"1960-1965","Male",71.5
2,"Switzerland",756,"1960-1965","Male",68.7
2,"Brazil",76,"1960-1965","Male",51.3
2,"Syrian Arab Republic",760,"1960-1965","Male",54.3
